DVD ROM; DVD+R диск Verbatim 4.7Gb 16x 100шт CakeBox (43551); 14500716/9995; 307632.0; 
DVD ROM; DVD+R диск Verbatim Dual Layer 8.5Gb 8x 25шт СakeBox Printable (43667); 14500731/9995; 419862.0; 
DVD ROM; DVD+R диск TDK 4.7Gb 16x 10шт CakeBox; 14500710/9995; 35235.0; 
DVD ROM; DVD+RW диск Verbatim 4.7Gb 4x Slim Colour (43297); 14500682/9995; 11310.0; 
Бумага; Фотобумага HP <Q6594A>. A3/100л; 40067452/9995; 167649.0; 
Инструмент; Набор инструментов TC-2101/8PK-930 (25 предметов); 13700500/9995; 81171.0; 
Инструмент; Набор инструментов TC-1111/Y-070A (26 предметов); 13700600/9995; 223155.0; 
Инструмент; Набор инструментов ТС-1112/TK-814 (21 предмет); 13700653/9995; 192705.0; 
Инструмент; Набор инструментов TC-1115/Y-106 (35 предметов); 13700650/9995; 375318.0; 
Инструмент; Набор инструментов TC-1118/Y-007 (68 предметов); 13700700/9995; 395589.0; 
Инструмент; Набор инструментов TC-1122 (37/57 предметов); 13700651/9995; 202884.0; 
Кабели питания; Кабель Konoos USB 2.0 AM-miniB 5P Pro (1.8 м) чёрный. зол. разъёмы. ферр. кольца. дв. экран.; 40027851/9995; 35583.0; 
Кабели питания; Кабель принтерный USB AM-BM 2.0 (1.8 м); 13717600/9995; 8091.0; 
Кабели питания; Кабель принтерный USB AM-BM 2.0 (5.0 м); 13717603/9995; 14181.0; 
Кабели питания; Кабель соединительный USB 2.0 AM-miniB 5Pin (1.8 м); 13717601/9995; 9135.0; 
Кабели питания; Кабель удлинитель USB 2.0 AM-AF (1.8 м); 13759002/9995; 9135.0; 
Кабели питания; Кабель удлинитель USB 2.0 AM-AF (5.0 м); 13709007/9995; 15225.0; 
Кабели питания; Кабель VGA HD 15M/15M Pro (3.0 м) монитор-компьютер. ферр. кольца; 13717902/9995; 42630.0; 
Кабели питания; Кабель VGA HD 15M/15M Pro (10.0 м) монитор-компьютер. ферр.кольца; 13718503/9995; 117711.0; 
Кабели питания; Кабель удлинитель VGA 15M/15F Pro (1.8 м) ферр. кольца; 13718900/9995; 27405.0; 
Кабели питания; Кабель удлинитель VGA 15M/15F Pro (3.0 м) ферр. кольца; 13718901/9995; 39585.0; 
Кабели питания; Кабель удлинитель клавиатуры или мыши PS/2 (3.0 м); 40012635/9995; 11136.0; 
Кабели питания; Кабель питания 220V евростандарт (1.8 м); 13722000/9995; 14181.0; 
Кабели питания; Кабель питания 220V евростандарт (3.0 м); 13722001/9995; 16269.0; 
Кабели питания; Кабель питания 220V монитор-компьютер (3.0 м); 13724500/9995; 15225.0; 
Кабели питания; Кабель питания 220V монитор-компьютер (5.0 м); 13726000/9995; 19314.0; 
Кабели питания; Кабель Telecom HDMI to DVI-D (19M -19M) 3м. с позолоченными контактами; 40050331/9995; 55854.0; 
Кабели питания; Кабель Telecom HDMI to HDMI (19M -19M). 1.8/2м . с позолоченными контактами; 40046755/9995; 29406.0; 
Кабели питания; Кабель Telecom HDMI 19M/M ver:1.4+3D.20m.позолочен контакты.2 фильтра< VHD6020D-TC-20MC>Carton Pack; 40063984/9995; 469626.0; 
Кабели питания; Кабель Telecom HDMI 19M/M ver:1.4+3D.20m.позолочен контакты <VHD6000D-TC-20MC>Carton Pack; 40065691/9995; 456489.0; 
Кабели питания; Кабель удлинитель Telecom USB2.0 AM/AF прозрачная изоляция 5.0m; 40050336/9995; 17313.0; 
Кабели питания; Кабель VCOM HDMI 19M/M 24K Gold plated 5м ver1.3b Blister Packing; 40047767/9995; 83172.0; 
Кабели питания; Кабель VCOM HDMI 19M/M 24K Gold plated 20м 2фильтра <VHD6020> ver1.3b CartonPacking; 40047774/9995; 431085.0; 
Кабели питания; Кабель VCOM HDMI 19M/M ver:1.4+3D. 15m. позолоченные контакты < VHD6000D-15MB> Blister; 40063987/9995; 329643.0; 
Кабели питания; Кабель компьютер-розетка 220V (EURO) 3x0.75mm2 VCOM (CE021-O). оранжевый. 1.8м.; 40063988/9995; 22272.0; 
Переходники; Переходник для клавиатуры с PS/2 на USB (MD6F/AM); 13760001/9995; 10179.0; 
Переходники; Переходник USB на Serial AM/DB9M 1.8m; 13761704/9995; 95352.0; 
Коврики для мыши; Коврик гелевый с подставкой под запястье (4 цвета); 14010500/9995; 25317.0; 
Коврики для мыши; Коврик матерчатый (3 цвета); 14005000/9995; 3828.0; 
Коврики для мыши; Коврик пластиковый с картинкой для оптической мыши; 14006001/9995; 19140.0; 
Коврики для мыши; Коврик для оптической мыши ткань ""Персидский ковер"" 230x180x3; 14011305/9995; 78126.0; 
Чистящие средства; Чистящие салфетки BURO для LCD-мониторов. туба 100 шт. (BU-tft); 14052004/9995; 21837.0; 
Чистящие средства; Чистящие салфетки BURO универсальные. туба 50 шт. влажных и 50 шт. сухих (BU-Tmix); 14052003/9995; 27840.0; 
Чистящие средства; Чистящие салфетки BURO сухие. безворсовые. 20 шт. (BU-Udry); 40027406/9995; 21837.0; 
Чистящие средства; Чистящие салфетки BURO для оптики и экранов. комплект 5 шт. влажных. 5 шт. сухих (BU-W/D); 40027410/9995; 22359.0; 
Чистящие средства; Чистящий комплект BURO универсальный. микрофибра. спрей для экранов и оптики. 1 шт. (BU-S/MF); 40027392/9995; 41238.0; 
Чистящие средства; Спрей BURO для чистки экранов. 250 мл (BU-Sscreen); 40027400/9995; 24099.0; 
Чистящие средства; Чистящий CD-disk с жидкостью; 14056000/9995; 19140.0; 
Адаптер; RVD-0101 40W Универсальный сетевой адаптер. автоматический. 5 переходников ( 5 переходников). 40W; 40037576/9995; 192705.0; 
Адаптер; RVD-0201 90W Адаптер универсальный сетевой. автоматический. тонкий. 11 переходников; 40039955/9995; 385497.0; 
Адаптер; RVD-0203 70W Адаптер универсальный сетевой. автоматический. тонкий (11 коннекторов); 40048232/9995; 324597.0; 
Адаптер; RVD-0301 150W Адаптер универсальный сетевой (11 коннекторов); 40040357/9995; 355047.0; 
Адаптер; RVD-0302 120W Адаптер универсальный автомобильный. автоматический (12 коннекторов); 40060025/9995; 294147.0; 
Адаптер; RVD-0303 80W Адаптер универсальный автомобильный (12 коннектеров); 40060027/9995; 233334.0; 
Адаптер; RVD-0401 120W Адаптер универсальный сетевой. автоматический. тонкий (12 коннекторов); 40060026/9995; 405768.0; 
Адаптер; PR02U-70W Универсальный сетевой адаптер питания для ноутбуков ( 11 переходников). 70W; 40036599/9995; 233334.0; 
Адаптер; PR11U-90W Универсальный сетевой адаптер питания для ноутбуков (11 переходников). 90W; 40037575/9995; 253605.0; 
Адаптер; PR41U-100WL Универсальный сетевой адаптер питания для ноутбуков ( 8 переходников). 100W; 40026885/9995; 284055.0; 
Адаптер; Адаптер питания для ноутбука универсальный Gembird NPA-DC1 80W вход 12V(авто) выход 15V-24V; 40042540/9995; 121713.0; 
ЛАМПЫ ЭНЕРГОСБЕРЕГАЮЩИЕ; Лампа эн/сб ICONIK SGHSP-020W-Y-PT-E27.полуспираль. 20 Вт. 2700K (тёплый белый). тип цоколя E27; 40047507/9995; 32886.0; 
НАУШНИКИ. ГАРНИТУРЫ И МИКРОФОНЫ LOGITECH; Logitech Headset H250. Stereo. (981-000354); 40064745/9995; 402723.0; 
Колонки Nakatomi; Колонки Nakatomi AS-21 Black (2x5W+Subwoofer 15W. дерево. ПДУ проводной); 141167/1005; 440775.9; 
Кабельные каналы; Суппорт на 2 модуля 45x45 для канала шир. 110. Efapel <10952ABR>; 69968/1005; 22774.1; 
Видеокарты Gainward; 2Gb <PCI-E> DDR-3 Gainward <GeForce GT620> (RTL) D-Sub+DVI+HDMI; 141280/1005; 555603.8; 
GEMBIRD/ETG SVEN; Мультимедийные колонки SVEN MS-908. черный. система 2.1. мощность RMS 12W+2*8W; 40037918/9995; 458490.0; 
Компьютеры для дома и учёбы; USN RoboForm SX Intel Core i5 3550 3.30GHz/8Gb/2Tb/Card-R/DVD-RW/2Gb NVIDIA GTX670/ATX 600W; 40066984/9995; 8778213.0; 
Компьютеры для дома и учёбы; USN NEON i514 Core i5 3570K 3.4Ghz/Z77/8Gb 1600Mhz/60Gb SSD+1Tb/DVD-RW/CR/1Gb Nvidia GTX560/600W/ATX; 40067512/9995; 8787000.0; 
Компьютеры для дома и учёбы; USN RoboForm LiteW Intel Core i3 3220 3.30/8G/2Tb/Card-R/DVD-RW/1024Mb NVIDIA GTX560/500W/W7HP64; 40067348/9995; 6282705.0; 
Компьютеры для офиса; USN BUSINESS STD 58W Core i5 2300 2.80Ghz/8Gb/500GB/Intel HD Graphics/DVD-RW/CR/mATX 400W/Win7 Pro; 40064124/9995; 5667615.0; 
Компьютеры для дома и учёбы; USN DIGIT 501 AMD A6-3500 FM1 2.10GHz/4Gb/1Tb/DVD-RW/1024Mb NVIDIA GTX550/450W; 40063958/9995; 3523587.0; 
Компьютеры для дома и учёбы; USN DIGIT 305 AMD AthlonII X3 455 3.30GHz/4096Mb/1Tb/DVD-RW/1024Mb NVIDIA GTS450/450W; 40063907/9995; 3031515.0; 
Компьютеры для дома и учёбы; USN DIGIT 303 AMD AthlonII X3 450 3.2GHz/4096Mb/1Tb/DVD-RW/1024Mb ATI HD7750/450W; 40063906/9995; 3189681.0; 
Компьютеры для офиса; USN BUSINESS.NET 352W Intel Core i3 2120/4G/500G/Card-R/DVD-RW/HD Graphics2000/mATX 300W/W7Pro64; 40066519/9995; 4129890.0; 
Компьютеры для офиса; USN BUSINESS.NET 351W Intel Dual Core G850 2.90/ 4Gb/ 500GB/ DVD-RW/mATX 300W/W7Pro64; 40066517/9995; 3576309.0; 
Компьютеры для дома и учёбы; USN LEVEL 507 Intel Dual Core G840 2.80/4096Mb/1Tb/Card-R/DVD-RW/1024Mb NVIDIA GT640/ATX 450W; 40066970/9995; 3760836.0; 
Компьютеры для дома и учёбы; USN LEVEL 307 Intel Dual Core G630 2.70GHz/4Gb/500GB/DVD-RW/1024Mb NVIDIA GT620/ ATX 450W; 40067046/9995; 2803053.0; 
Компьютеры для дома и учёбы; USN BASIC 707 Intel Core i5 3470 3.20GHz/8Gb/2Tb/Card-R/DVD-RW/1536Mb NVIDIA GTX560/ATX 450W; 40067584/9995; 5461164.0; 
Компьютеры для дома и учёбы; USN BASIC 505 Intel Core i3 2100 3.10GHz/4Gb/500Gb/DVD-RW/1024Mb NVIDIA GTS450/ATX 500W; 40062853/9995; 3541161.0; 
ПЛАНШЕТЫ ASUS; 10.1"" ASUS TF700T-1B012A__Tegra 3/64GB FL/1Gb/WIFI/GPS/BT/Cam/Dock/mSDHC/Android/серый; 40065864/9995; 8215845.0; 
Моноблоки SAMSUNG; 21.5"" Samsung 300A2A-S02__i3-2120/4Gb/1TB/DVD-SMulti/HD 7470 1GB/WIFI/BT/Cam/W7HP/черный; 40067066/9995; 7618329.0; 
Моноблоки ASUS; ASUS eeeTOP ET1611PUT Intel Atom D425/ Intel NM10/ GMA3150/2Gb/320Gb/GBL/WLAN/6xUSB2.0/Card Reader/15.6"" 16:9 LED/Single Touch/0.3MP Cam/2x1.5W speaker/4xUSB2.0/ Win7 HP/Wired Keyboard+Mouse/407.4 x; 40061371/9995; 4384713.0; 
НОУТБУКИ GIGABYTE; 11.6"" GIGABYTE T1125P0__i3-380UM/2Gb/320Gb/No ODD/NV 410M 1Gb/WIFI/BT/Cam/W7HP/черный; 40065678/9995; 9727209.0; 
Ноутбуки DELL; 15.6"" Dell Inspiron 5520__i3-2370M/4Gb/500Gb/DVD±RW/HD 7670 1Gb/WIFI/BT/Cam/W7HBx64/белый; 40067292/9995; 5333709.0; 
Ноутбуки APPLE; 9.7"" Apple iPad2 MC773ZP/A__Apple A5/16GB FL/1Gb/3G+WIFI/GPS/BT/Cam/No Dock/mSDHC/iOS/чер/сер; 40052953/9995; 5825781.0; 
Ноутбуки ACER; 15.6” Acer Aspire Intel V5-531-967B4G32Makk (B967/320Gb/4Gb/DVD-Smulti/WiFi 802.11n/BT/WebCam 1.3MPix/2.3 kg/W7HP64/черный); 40067647/9995; 3936576.0; 
Ноутбуки DELL; 15.6"" Dell Inspiron 5520__i3-2370M/4Gb/500Gb/DVD±RW/HD 7670 1Gb/WIFI/BT/Cam/W7HBx64/красный; 40067299/9995; 5957586.0; 
ПОДСТАВКИ ДЛЯ НОУТБУКОВ COOLERMASTER; 17"" Cooler Master <R9-NBS-4UAK> NotePal ErgoStand (370x265x33mm. 15-21dB. 1005g. 700-1400rpm. чёрный); 40063522/9995; 410814.0; 
GOOGLE SAMSUNG; 8.9"" Samsung Galaxy Tab 8.9__Tegra™ 250/16GB FL/1Gb/3G+WIFI/GPS/BT/Cam/No Dock/<>/Android/черный; 40067085/9995; 7881939.0; 
НОУТБУКИ GIGABYTE; 11.6"" GIGABYTE T1125PD__i3-380UM/2Gb/320Gb/DVD±RW/NV 410M 1Gb/WIFI/BT/Cam/W7HP/черный; 40065680/9995; 10711353.0; 
Ноутбуки SONY; 14.0"" SONY VAIO SVE14A1S1R__i3-2350M/4Gb/500Gb/DVD-SMulti/HD 7670 1Gb/WIFI/BT/Cam/W7HP/розовый; 40064884/9995; 8101614.0; 
Ноутбуки APPLE; 9.7"" Apple iPad3 MD368__Apple A5X/64GB FL/512Mb/4G+WIFI/GPS/BT/Cam/No Dock/<>/iOS/черный; 40064217/9995; 8813361.0; 
Кабели. шлейфы. переходники; Кабель для зарядки и синхронизации USB-iPhone/iPad/iPod. черный; 40065302/9995; 78126.0; 
НОУТБУКИ GIGABYTE; 11.6"" GIGABYTE T1125PD__i5-470UM/4Gb/500Gb/DVD±RW/NV 410M 1Gb/WIFI/BT/Cam/W7HP/черный; 40065681/9995; 12416031.0; 
ПОДСТАВКИ ДЛЯ НОУТБУКОВ COOLERMASTER; 17"" Cooler Master <R9-NBC-INEV-GP> Infinite EVO silver (410x310x17mm. 11-23dB. 1200g. 750-1400rpm. серебристый); 40063523/9995; 390543.0; 
НОУТБУКИ GIGABYTE; 14.0"" GIGABYTE M2432__i5-2520M/4Gb/750Gb/DVD±RW/HD 3000/WIFI/BT/Cam/W7HP/красный; 40065682/9995; 8663982.0; 
Ноутбуки SAMSUNG; 13.3"" Samsung 530U3C-A0A__i5-3317M/6Gb/128GB SSD/No ODD/HD 4000/WIFI/BT/Cam/W7HP64/коричн; 40067243/9995; 9349368.0; 
